Ngày,Giá_Vàng_TG_USD,Tỷ_Giá_USD_VND,Giá_Quy_Đổi_Triệu_Đồng,Giá_SJC_Triệu_Đồng,Chênh_Lệch_SJC_TG,SMA_7,SMA_30,Lợi_Suất_%,Tháng_Năm
2024-02-22,2019.7,24525.0,59.72,62.62,2.9,62.28,62.6,-0.12,2024-02
2024-02-23,2038.6,24590.0,60.44,63.34,2.9,62.55,62.6,1.15,2024-02
2024-02-26,2028.5,24630.0,60.24,63.14,2.9,62.74,62.59,-0.32,2024-02
2024-02-27,2034.0,24660.0,60.47,63.37,2.9,62.91,62.62,0.38,2024-02
2024-02-28,2033.0,24625.0,60.36,63.26,2.9,63.04,62.66,-0.18,2024-02
2024-02-29,2045.7,24620.0,60.72,63.62,2.9,63.15,62.69,0.58,2024-02
2024-03-01,2086.9,24640.0,62.0,64.9,2.9,63.46,62.76,2.0,2024-03
2024-03-04,2117.7,24640.0,62.91,65.81,2.9,63.92,62.87,1.41,2024-03
2024-03-05,2133.5,24676.0,63.47,66.37,2.9,64.35,62.98,0.85,2024-03
2024-03-06,2150.3,24690.0,64.01,66.91,2.9,64.89,63.13,0.81,2024-03
2024-03-07,2158.0,24665.0,64.17,67.07,2.9,65.42,63.28,0.25,2024-03
2024-03-08,2178.6,24680.0,64.83,67.73,2.9,66.06,63.44,0.97,2024-03
2024-03-11,2182.5,24640.0,64.84,67.74,2.9,66.65,63.6,0.02,2024-03
2024-03-12,2160.4,24635.0,64.17,67.07,2.9,66.96,63.74,-0.99,2024-03
2024-03-13,2175.4,24645.0,64.64,67.54,2.9,67.2,63.88,0.7,2024-03
2024-03-14,2163.0,24675.0,64.35,67.25,2.9,67.33,64.01,-0.43,2024-03
2024-03-15,2157.3,24690.0,64.22,67.12,2.9,67.36,64.16,-0.19,2024-03
2024-03-18,2160.7,24720.0,64.4,67.3,2.9,67.39,64.32,0.27,2024-03
2024-03-19,2156.3,24715.0,64.25,67.15,2.9,67.31,64.47,-0.21,2024-03
2024-03-20,2157.9,24740.0,64.37,67.27,2.9,67.24,64.63,0.17,2024-03
2024-03-21,2182.4,24775.0,65.19,68.09,2.9,67.39,64.81,1.22,2024-03
2024-03-22,2158.1,24785.0,64.49,67.39,2.9,67.37,64.97,-1.03,2024-03
2024-03-25,2174.8,24768.0,64.94,67.84,2.9,67.45,65.16,0.67,2024-03
2024-03-26,2175.6,24740.0,64.89,67.79,2.9,67.55,65.37,-0.07,2024-03
2024-03-27,2190.6,24770.0,65.42,68.32,2.9,67.69,65.6,0.78,2024-03
2024-03-28,2217.4,24785.0,66.26,69.16,2.9,67.98,65.84,1.23,2024-03
2024-03-29,2217.4,24790.0,66.27,69.17,2.9,68.25,66.07,0.02,2024-03
2024-04-01,2236.5,24810.0,66.9,69.8,2.9,68.5,66.32,0.9,2024-04
2024-04-02,2261.0,24795.0,67.59,70.49,2.9,68.94,66.58,0.99,2024-04
2024-04-03,2294.4,24900.0,68.88,71.78,2.9,69.5,66.88,1.83,2024-04
2024-04-04,2288.8,25000.0,68.99,71.89,2.9,70.09,67.19,0.15,2024-04
2024-04-05,2325.7,24935.0,69.92,72.82,2.9,70.73,67.5,1.29,2024-04
2024-04-08,2331.7,24950.0,70.14,73.04,2.9,71.28,67.83,0.31,2024-04
2024-04-09,2343.5,24960.0,70.52,73.42,2.9,71.89,68.17,0.52,2024-04
2024-04-10,2329.6,24945.0,70.06,72.96,2.9,72.34,68.49,-0.63,2024-04
2024-04-11,2354.8,24935.0,70.79,73.69,2.9,72.8,68.83,1.0,2024-04
2024-04-12,2356.2,24980.0,70.96,73.86,2.9,73.1,69.13,0.23,2024-04
2024-04-15,2365.8,25000.0,71.31,74.21,2.9,73.43,69.41,0.47,2024-04
2024-04-16,2390.8,25180.0,72.58,75.48,2.9,73.81,69.71,1.71,2024-04
2024-04-17,2371.7,25280.0,72.29,75.19,2.9,74.12,69.99,-0.39,2024-04
2024-04-18,2382.3,25400.0,72.95,75.85,2.9,74.46,70.28,0.89,2024-04
2024-04-19,2398.4,25400.0,73.45,76.35,2.9,74.95,70.57,0.65,2024-04
2024-04-22,2332.2,25440.0,71.53,74.43,2.9,75.05,70.79,-2.51,2024-04
2024-04-23,2327.7,25455.0,71.44,74.34,2.9,75.12,71.03,-0.13,2024-04
2024-04-24,2324.5,25440.0,71.3,74.2,2.9,75.12,71.25,-0.19,2024-04
2024-04-25,2329.8,25405.0,71.36,74.26,2.9,74.94,71.49,0.09,2024-04
2024-04-26,2334.8,25350.0,71.36,74.26,2.9,74.81,71.73,-0.0,2024-04
2024-04-29,2345.4,25330.0,71.63,74.53,2.9,74.62,71.97,0.36,2024-04
2024-04-30,2291.4,25330.0,69.98,72.88,2.9,74.13,72.16,-2.21,2024-04
2024-05-01,2299.9,25330.0,70.24,73.14,2.9,73.94,72.35,0.36,2024-05
2024-05-02,2299.2,25330.0,70.22,73.12,2.9,73.77,72.52,-0.03,2024-05
2024-05-03,2299.0,25390.0,70.38,73.28,2.9,73.64,72.72,0.22,2024-05
2024-05-06,2321.6,25400.0,71.1,74.0,2.9,73.6,72.92,0.98,2024-05
2024-05-07,2315.2,25370.0,70.82,73.72,2.9,73.52,73.12,-0.38,2024-05
2024-05-08,2313.6,25400.0,70.85,73.75,2.9,73.41,73.3,0.05,2024-05
2024-05-09,2332.1,25425.0,71.49,74.39,2.9,73.63,73.48,0.86,2024-05
2024-05-10,2367.3,25440.0,72.61,75.51,2.9,73.96,73.69,1.51,2024-05
2024-05-13,2336.1,25450.0,71.68,74.58,2.9,74.17,73.85,-1.23,2024-05
2024-05-14,2353.4,25453.0,72.22,75.12,2.9,74.44,74.0,0.72,2024-05
2024-05-15,2388.7,25450.0,73.29,76.19,2.9,74.75,74.15,1.43,2024-05
2024-05-16,2380.0,25445.0,73.01,75.91,2.9,75.06,74.28,-0.37,2024-05
2024-05-17,2412.2,25431.0,73.96,76.86,2.9,75.51,74.42,1.25,2024-05
2024-05-20,2433.9,25448.0,74.68,77.58,2.9,75.96,74.57,0.93,2024-05
2024-05-21,2421.7,25452.0,74.31,77.21,2.9,76.21,74.69,-0.47,2024-05
2024-05-22,2389.2,25461.0,73.34,76.24,2.9,76.45,74.8,-1.26,2024-05
2024-05-23,2335.0,25464.0,71.69,74.59,2.9,76.37,74.83,-2.17,2024-05
2024-05-24,2332.5,25469.0,71.62,74.52,2.9,76.13,74.86,-0.08,2024-05
2024-05-27,2332.5,25465.0,71.61,74.51,2.9,75.93,74.87,-0.02,2024-05
2024-05-28,2355.2,25445.0,72.25,75.15,2.9,75.69,74.85,0.86,2024-05
2024-05-29,2340.3,25448.0,71.8,74.7,2.9,75.28,74.84,-0.6,2024-05
2024-05-30,2342.9,25450.0,71.89,74.79,2.9,74.93,74.8,0.11,2024-05
2024-05-31,2322.9,25450.0,71.28,74.18,2.9,74.63,74.73,-0.82,2024-05
2024-06-03,2346.6,25440.0,71.97,74.87,2.9,74.68,74.75,0.94,2024-06
2024-06-04,2325.5,25432.0,71.3,74.2,2.9,74.63,74.74,-0.89,2024-06
2024-06-05,2354.1,25410.0,72.12,75.02,2.9,74.7,74.77,1.1,2024-06
2024-06-06,2370.3,25415.0,72.63,75.53,2.9,74.76,74.81,0.68,2024-06
2024-06-07,2305.2,25420.0,70.65,73.55,2.9,74.59,74.79,-2.62,2024-06
2024-06-10,2307.7,25400.0,70.67,73.57,2.9,74.42,74.76,0.03,2024-06
2024-06-11,2307.5,25415.0,70.71,73.61,2.9,74.34,74.78,0.05,2024-06
2024-06-12,2336.0,25435.0,71.64,74.54,2.9,74.29,74.83,1.26,2024-06
2024-06-13,2300.2,25435.0,70.54,73.44,2.9,74.18,74.84,-1.47,2024-06
2024-06-14,2331.4,25435.0,71.49,74.39,2.9,74.09,74.87,1.3,2024-06
2024-06-17,2312.4,25450.0,70.95,73.85,2.9,73.85,74.87,-0.73,2024-06
2024-06-18,2330.4,25425.0,71.44,74.34,2.9,73.96,74.89,0.65,2024-06
2024-06-19,2330.4,25445.0,71.49,74.39,2.9,74.08,74.91,0.08,2024-06
2024-06-20,2353.8,25450.0,72.22,75.12,2.9,74.3,74.94,0.98,2024-06
2024-06-21,2316.4,25450.0,71.08,73.98,2.9,74.22,74.88,-1.53,2024-06
2024-06-24,2330.0,25425.0,71.42,74.32,2.9,74.34,74.88,0.47,2024-06
2024-06-25,2316.6,25455.0,71.1,74.0,2.9,74.29,74.84,-0.44,2024-06
2024-06-26,2299.2,25455.0,70.56,73.46,2.9,74.23,74.75,-0.72,2024-06
2024-06-27,2324.5,25465.0,71.37,74.27,2.9,74.22,74.69,1.1,2024-06
2024-06-28,2327.7,25455.0,71.44,74.34,2.9,74.21,74.61,0.09,2024-06
2024-07-01,2327.6,25445.0,71.41,74.31,2.9,74.1,74.5,-0.04,2024-07
2024-07-02,2323.0,25450.0,71.28,74.18,2.9,74.12,74.4,-0.17,2024-07
2024-07-03,2359.8,25450.0,72.41,75.31,2.9,74.26,74.37,1.52,2024-07
2024-07-04,2359.8,25450.0,72.41,75.31,2.9,74.45,74.39,0.0,2024-07
2024-07-05,2388.5,25450.0,73.29,76.19,2.9,74.84,74.45,1.17,2024-07
2024-07-08,2355.2,25412.0,72.16,75.06,2.9,74.95,74.46,-1.48,2024-07
2024-07-09,2360.1,25415.0,72.32,75.22,2.9,75.08,74.47,0.21,2024-07
2024-07-10,2372.2,25413.0,72.68,75.58,2.9,75.26,74.5,0.49,2024-07
2024-07-11,2415.0,25415.0,74.0,76.9,2.9,75.65,74.57,1.74,2024-07
2024-07-12,2414.0,25420.0,73.98,76.88,2.9,75.88,74.66,-0.02,2024-07
2024-07-15,2422.9,25410.0,74.23,77.13,2.9,76.14,74.73,0.32,2024-07
2024-07-16,2462.4,25360.0,75.29,78.19,2.9,76.42,74.86,1.38,2024-07
2024-07-17,2454.8,25375.0,75.1,78.0,2.9,76.84,74.96,-0.24,2024-07
2024-07-18,2451.8,25315.0,74.83,77.73,2.9,77.2,75.04,-0.35,2024-07
2024-07-19,2395.5,25310.0,73.1,76.0,2.9,77.26,75.12,-2.23,2024-07
2024-07-22,2392.0,25300.0,72.96,75.86,2.9,77.11,75.2,-0.18,2024-07
2024-07-23,2404.6,25325.0,73.42,76.32,2.9,77.03,75.29,0.6,2024-07
2024-07-24,2413.3,25345.0,73.74,76.64,2.9,76.96,75.36,0.42,2024-07
2024-07-25,2351.9,25350.0,71.88,74.78,2.9,76.48,75.4,-2.43,2024-07
2024-07-26,2380.0,25285.0,72.55,75.45,2.9,76.11,75.44,0.9,2024-07
2024-07-29,2377.3,25300.0,72.51,75.41,2.9,75.78,75.49,-0.05,2024-07
2024-07-30,2405.0,25275.0,73.29,76.19,2.9,75.81,75.55,1.02,2024-07
2024-07-31,2426.5,25275.0,73.94,76.84,2.9,75.95,75.63,0.86,2024-07
2024-08-01,2435.0,25235.0,74.08,76.98,2.9,76.04,75.69,0.18,2024-08
2024-08-02,2425.7,25215.0,73.74,76.64,2.9,76.04,75.78,-0.44,2024-08
2024-08-05,2401.7,25205.0,72.98,75.88,2.9,76.2,75.84,-0.99,2024-08
2024-08-06,2389.1,25080.0,72.24,75.14,2.9,76.16,75.87,-0.98,2024-08
2024-08-07,2390.5,25130.0,72.43,75.33,2.9,76.14,75.94,0.25,2024-08
2024-08-08,2422.2,25155.0,73.46,76.36,2.9,76.17,76.01,1.37,2024-08
2024-08-09,2432.1,25135.0,73.7,76.6,2.9,76.13,76.08,0.32,2024-08
2024-08-12,2462.4,25090.0,74.49,77.39,2.9,76.19,76.18,1.02,2024-08
2024-08-13,2466.7,25120.0,74.71,77.61,2.9,76.33,76.3,0.28,2024-08
2024-08-14,2439.4,25115.0,73.86,76.76,2.9,76.46,76.35,-1.08,2024-08
2024-08-15,2453.1,25020.0,74.0,76.9,2.9,76.71,76.4,0.17,2024-08
2024-08-16,2498.6,25035.0,75.42,78.32,2.9,77.13,76.47,1.84,2024-08
2024-08-19,2501.8,25050.0,75.56,78.46,2.9,77.43,76.58,0.18,2024-08
2024-08-20,2511.3,24960.0,75.57,78.47,2.9,77.7,76.69,0.02,2024-08
2024-08-21,2508.4,24915.0,75.35,78.25,2.9,77.82,76.78,-0.28,2024-08
2024-08-22,2478.9,24930.0,74.51,77.41,2.9,77.8,76.8,-1.08,2024-08
2024-08-23,2508.4,24960.0,75.49,78.39,2.9,78.03,76.85,1.26,2024-08
2024-08-26,2517.7,24965.0,75.78,78.68,2.9,78.28,76.9,0.38,2024-08
2024-08-27,2516.0,24860.0,75.41,78.31,2.9,78.28,76.9,-0.47,2024-08
2024-08-28,2501.0,24820.0,74.84,77.74,2.9,78.18,76.9,-0.73,2024-08
2024-08-29,2525.7,24855.0,75.69,78.59,2.9,78.19,76.92,1.09,2024-08
2024-08-30,2493.8,24870.0,74.78,77.68,2.9,78.11,76.98,-1.16,2024-08
2024-09-02,2493.8,24860.0,74.75,77.65,2.9,78.15,77.04,-0.04,2024-09
2024-09-03,2489.9,24860.0,74.63,77.53,2.9,78.02,77.08,-0.15,2024-09
2024-09-04,2493.4,24860.0,74.73,77.63,2.9,77.87,77.11,0.14,2024-09
2024-09-05,2511.4,24852.0,75.25,78.15,2.9,77.85,77.22,0.66,2024-09
2024-09-06,2493.5,24730.0,74.35,77.25,2.9,77.78,77.28,-1.16,2024-09
2024-09-09,2501.8,24600.0,74.2,77.1,2.9,77.57,77.34,-0.19,2024-09
2024-09-10,2512.3,24680.0,74.75,77.65,2.9,77.57,77.39,0.72,2024-09
2024-09-11,2512.1,24660.0,74.69,77.59,2.9,77.56,77.41,-0.09,2024-09
2024-09-12,2551.2,24550.0,75.51,78.41,2.9,77.68,77.46,1.06,2024-09
2024-09-13,2581.3,24575.0,76.48,79.38,2.9,77.93,77.55,1.24,2024-09
2024-09-16,2580.4,24530.0,76.31,79.21,2.9,78.09,77.66,-0.21,2024-09
2024-09-17,2564.3,24530.0,75.84,78.74,2.9,78.3,77.78,-0.6,2024-09
2024-09-18,2570.7,24620.0,76.31,79.21,2.9,78.6,77.91,0.59,2024-09
2024-09-19,2588.0,24600.0,76.76,79.66,2.9,78.89,78.02,0.57,2024-09
2024-09-20,2619.9,24565.0,77.59,80.49,2.9,79.3,78.15,1.05,2024-09
2024-09-23,2626.5,24590.0,77.87,80.77,2.9,79.64,78.27,0.34,2024-09
2024-09-24,2651.2,24615.0,78.68,81.58,2.9,79.95,78.4,1.01,2024-09
2024-09-25,2659.2,24590.0,78.84,81.74,2.9,80.31,78.56,0.19,2024-09
2024-09-26,2669.9,24580.0,79.12,82.02,2.9,80.78,78.73,0.35,2024-09
2024-09-27,2644.3,24615.0,78.48,81.38,2.9,81.09,78.84,-0.79,2024-09
2024-09-30,2636.1,24590.0,78.15,81.05,2.9,81.29,78.92,-0.4,2024-09
2024-10-01,2667.3,24555.0,78.96,81.86,2.9,81.49,79.04,1.0,2024-10
2024-10-02,2647.1,24595.0,78.49,81.39,2.9,81.58,79.14,-0.57,2024-10
2024-10-03,2657.1,24652.0,78.97,81.87,2.9,81.62,79.29,0.59,2024-10
2024-10-04,2645.8,24745.0,78.93,81.83,2.9,81.63,79.4,-0.05,2024-10
2024-10-07,2644.8,24755.0,78.94,81.84,2.9,81.6,79.51,0.0,2024-10
2024-10-08,2615.0,24840.0,78.31,81.21,2.9,81.58,79.61,-0.76,2024-10
2024-10-09,2606.0,24835.0,78.03,80.93,2.9,81.56,79.71,-0.35,2024-10
2024-10-10,2620.6,24830.0,78.45,81.35,2.9,81.49,79.81,0.52,2024-10
2024-10-11,2657.6,24830.0,79.56,82.46,2.9,81.64,79.96,1.36,2024-10
2024-10-14,2647.8,24800.0,79.17,82.07,2.9,81.67,80.11,-0.47,2024-10
2024-10-15,2661.4,24840.0,79.7,82.6,2.9,81.78,80.28,0.65,2024-10
2024-10-16,2674.0,24925.0,80.36,83.26,2.9,81.98,80.47,0.79,2024-10
2024-10-17,2691.0,24970.0,81.01,83.91,2.9,82.37,80.66,0.79,2024-10
